timestamp,open,high,low,close,volume,close_predicted_1
1735689600.0,96922.703125,102712.484375,92788.125,93425.1015625,259517878648,
1736294400.0,96534.046875,97352.6640625,89260.1015625,96924.1640625,355206513683,
1736899200.0,106146.265625,109114.8828125,96501.640625,96534.046875,526047818939,
1737504000.0,101332.4765625,107098.546875,97795.9375,106136.3828125,392990612048,
1738108800.0,97871.8203125,106418.765625,91242.890625,101317.5234375,414333348359,
1738713600.0,95747.4296875,100154.140625,94745.2578125,97878.0078125,277917847502,
1739318400.0,95539.546875,98819.46875,93388.8359375,95745.6953125,217432006523,
1739923200.0,88736.171875,99497.96875,86008.234375,95532.53125,281806490213,
1740528000.0,87222.1953125,95043.4375,78248.9140625,88638.890625,426624094162,
1741132800.0,82862.2109375,92804.9375,76624.25,87222.953125,322063876846,
1741737600.0,82718.5,85263.2890625,79931.8515625,82857.375,185523858624,
1742342400.0,87471.703125,88758.7265625,82569.7265625,82718.8046875,170037676127,
1742947200.0,85169.171875,88292.15625,81293.890625,87460.234375,174229173132,
1743552000.0,76271.953125,88466.953125,74436.6796875,85180.609375,319846823860,87626.55218161005
1744156800.0,83668.9921875,86429.3515625,74589.671875,76273.5625,285774543033,85765.46702004343
1744761600.0,93441.890625,93817.3828125,83100.6171875,83674.5078125,190841622390,86429.39230569931
1745366400.0,94284.7890625,95768.390625,91696.7109375,93427.5859375,207990748877,86799.23405064871
1745971200.0,96802.4765625,97905.8984375,92979.640625,94286.46875,173983873590,88233.54325166008
1746576000.0,104169.8125,105747.453125,95829.3359375,96800.1953125,409499404031,88459.48365293603
1747180800.0,106791.0859375,107307.1171875,101440.8125,104167.328125,326813299928,88860.79425745978
1747785600.0,108994.640625,111970.171875,106127.234375,106791.3125,412614379939,89087.10242214904
1748390400.0,105432.46875,109298.2890625,103136.1171875,108992.171875,331244532106,89472.88518380854
1748995200.0,110257.234375,110561.421875,100436.8828125,105434.3671875,336475370547,89700.94720936497
1749600000.0,104601.1171875,110384.21875,102822.0234375,110261.796875,356319868182,90206.13342487719
1750204800.0,106045.6328125,106539.3828125,98286.203125,104602.0703125,353562056925,90156.18308943493
1750809600.0,105698.28125,108798.7890625,105270.2265625,106047.40625,292617883181,89422.70466023649
1751414400.0,108950.2734375,110541.4609375,105157.3984375,105703.1015625,306419301370,89727.5548719542
1752019200.0,117777.1875,123091.609375,108357.6796875,108950.2734375,615381117571,90734.74995741359
1752624000.0,119995.4140625,120999.609375,116233.2265625,117777.1875,476589355511,90585.3146907239
1753228800.0,117922.1484375,120113.3515625,114759.8203125,119997.4453125,480571343230,89731.56353388607
1753833600.0,114141.4453125,118919.984375,111943.8046875,117921.9921875,431353717889,89591.99247204204
1754438400.0,120172.90625,122321.09375,113372.25,114140.9140625,462236001641,89127.8923126329
1755043200.0,112831.1796875,124457.1171875,112730.3984375,120168.9765625,501960289695,89037.62500683471
1755648000.0,111802.65625,117377.3984375,108762.0390625,112828.0234375,492781596191,88483.7412136425
1756252800.0,111200.5859375,113450.078125,107271.1796875,111795.7109375,439960420479,88331.77037501642
1756857600.0,111530.546875,113357.4921875,109347.2265625,111190.6953125,313808444828,88282.3634985982
1757462400.0,116843.1875,117005.2734375,110940.078125,111531.25,322915360023,88083.98869604044
1758067200.0,115306.09375,117911.7890625,114794.9765625,116840.5078125,194174073806,
